pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_name,club_name,nationality_name,skill_moves,release_clause_eur,preferred_foot,composite_score,rank_overall,rank_composite
73.0,60.0,71.0,74.0,61.0,80.0,67,55,51,J. Soraire,Jesús Miguel Soraire,CM,70,70,975000.0,8000.0,33,174,73,Liga Profesional,Central Cordoba SdE,Argentina,3,1400000.0,Right,69.81999999999998,22,892
68.0,52.0,69.0,71.0,73.0,77.0,72,46,71,C. Taylor,Charlie Taylor,"LB, CB",74,74,3800000.0,35000.0,28,185,70,Championship,Burnley,England,3,7200000.0,Left,69.80000000000001,18,893
64.0,45.0,62.0,62.0,81.0,83.0,66,38,83,N. Milenković,Nikola Milenković,CB,80,85,29000000.0,48000.0,24,195,90,Serie A,Fiorentina,Serbia,2,51500000.0,Right,69.8,12,894
83.0,48.0,62.0,70.0,70.0,74.0,69,40,59,I. Piris,Iván Rodrigo Piris Leguizamón,"RB, LB",74,74,2200000.0,850.0,33,173,75,Primera División,Libertad,Paraguay,3,4800000.0,Right,69.8,18,894
68.0,77.0,69.0,76.0,29.0,61.0,63,75,59,L. Waldschmidt,Gian-Luca Waldschmidt,"CF, ST",74,77,5500000.0,38000.0,26,181,74,Bundesliga,VfL Wolfsburg,Germany,3,9800000.0,Left,69.8,18,894
78.0,63.0,71.0,77.0,44.0,48.0,72,66,45,E. Karaca,Efecan Karaca,"RM, CAM, RW",74,74,3300000.0,19000.0,32,166,56,Super Lig,Alanyaspor,Turkey,3,6600000.0,Right,69.8,18,894
63.0,64.0,67.0,69.0,71.0,73.0,48,63,54,S. Gómez,Sebastián Gómez Londoño,"CDM, CM",74,79,5500000.0,5000.0,26,172,74,Liga BetPlay,Atlético Nacional,Colombia,3,8100000.0,Left,69.8,18,894
79.0,69.0,67.0,74.0,48.0,64.0,70,67,55,J. Hoilett,David Junior Hoilett,"LM, RWB, LWB",71,71,1500000.0,13000.0,32,174,70,Championship,Reading,Canada,3,2900000.0,Right,69.8,21,894
66.0,65.0,70.0,72.0,71.0,73.0,64,54,68,S. Sturaro,Stefano Sturaro,"CM, CDM",71,71,1800000.0,4000.0,29,181,80,Serie B,Genoa,Italy,3,2900000.0,Right,69.8,21,894
74.0,64.0,65.0,72.0,67.0,73.0,72,62,57,D. Martínez,Damián Alberto Martínez,RB,71,71,1300000.0,10000.0,32,180,72,Liga Profesional,Rosario Central,Argentina,3,1900000.0,Right,69.8,21,894
86.0,60.0,63.0,68.0,63.0,73.0,68,54,63,M. Ullmann,Maximilian Ullmann,LB,71,74,2300000.0,3000.0,26,180,65,Serie B,Venezia,Austria,2,3900000.0,Left,69.8,21,894
84.0,67.0,64.0,76.0,47.0,61.0,67,64,49,D. Špikić,Dario Špikić,"RW, LW, RM",71,76,2800000.0,650.0,23,183,79,1. HNL,Dinamo Zagreb,Croatia,4,6400000.0,Right,69.8,21,894
69.0,40.0,55.0,67.0,84.0,77.0,36,30,75,A. Romagnoli,Alessio Romagnoli,CB,81,81,24000000.0,55000.0,27,185,75,Serie A,Lazio,Italy,2,40800000.0,Left,69.78,11,895
64.0,57.0,64.0,72.0,75.0,74.0,68,52,65,L. Ayling,Luke Ayling,"RB, CB",75,75,4800000.0,33000.0,30,185,72,Premier League,Leeds United,England,3,9100000.0,Right,69.78,17,895
65.0,75.0,65.0,66.0,40.0,81.0,51,77,82,T. Henry,Thomas Henry,ST,75,75,6000000.0,27000.0,27,191,86,Serie A,Hellas Verona,France,2,10800000.0,Right,69.78,17,895
84.0,38.0,66.0,66.0,75.0,80.0,58,37,67,Eric Curbelo,Eric Curbelo de la Fe,"CB, RB",75,76,5500000.0,10000.0,28,177,77,La Liga 2,Las Palmas,Spain,2,9200000.0,Right,69.78,17,895
71.0,65.0,71.0,72.0,65.0,60.0,71,61,48,B. Osborn,Ben Osborn,"LWB, LM, CM",72,72,2300000.0,19000.0,27,176,75,Championship,Sheffield United,England,3,4400000.0,Left,69.78,20,895
72.0,67.0,71.0,75.0,51.0,62.0,69,67,46,J. Gómez,Jonathan David Gómez,"CAM, CM",72,72,1900000.0,14000.0,32,171,71,Liga Profesional,Racing Club,Argentina,3,2900000.0,Right,69.78,20,895
67.0,62.0,71.0,73.0,68.0,69.0,63,60,56,E. Bohinen,Emil Bohinen,"CM, CDM",72,79,4700000.0,16000.0,23,189,81,Serie A,Salernitana,Norway,3,9400000.0,Left,69.78,20,895
71.0,60.0,69.0,69.0,70.0,75.0,63,52,68,B. Özdemir,Berat Ayberk Özdemir,"CM, CDM",72,76,3300000.0,18000.0,24,188,89,Pro League,Al Ittifaq,Turkey,2,5700000.0,Right,69.78,20,895
91.0,70.0,60.0,72.0,31.0,66.0,60,71,64,F. Sakala,Fashion Sakala Junior,"RW, ST, LW",72,74,2900000.0,36000.0,25,178,72,Premiership,Rangers,Zambia,3,5400000.0,Right,69.77999999999999,20,896
86.0,71.0,66.0,75.0,23.0,57.0,62,72,64,Erik,Erik Nascimento de Lima,"LM, LW, ST",73,73,3200000.0,10000.0,27,170,70,Super League,Changchun Yatai,Brazil,3,5000000.0,Right,69.76,19,897
73.0,71.0,70.0,73.0,38.0,64.0,72,69,56,Brenão Duarte,Breno Ronaldo Duarte Catarino,RM,73,73,2900000.0,14000.0,30,181,72,Serie A,Cuiabá,Brazil,2,5500000.0,Right,69.76,19,897
83.0,63.0,65.0,75.0,61.0,63.0,65,60,52,N. Fernández,Nicolás Ezequiel Fernández Mercau,"LWB, LM, LB",70,78,3400000.0,9000.0,22,172,66,La Liga,Elche,Argentina,4,8200000.0,Left,69.76,22,897
71.0,59.0,70.0,69.0,70.0,68.0,75,50,61,Montoya,Martín Montoya Torralbo,RB,73,73,2200000.0,17000.0,31,175,73,La Liga,Real Betis,Spain,3,4600000.0,Right,69.75999999999999,19,898
76.0,70.0,74.0,75.0,32.0,54.0,74,68,43,S. Kittel,Sonny Kittel,"CAM, LW, CM",73,73,3000000.0,13000.0,29,179,76,2. Bundesliga,Hamburger SV,Germany,4,4800000.0,Right,69.75999999999999,19,898
84.0,64.0,68.0,77.0,36.0,54.0,67,68,39,R. Nelson,Reiss Nelson,"RW, LW",73,80,6000000.0,51000.0,22,175,71,Premier League,Arsenal,England,4,12600000.0,Right,69.75999999999999,19,898
77.0,56.0,65.0,72.0,69.0,67.0,68,54,59,B. Williams,Brandon Williams,LB,73,78,4400000.0,46000.0,21,182,63,Premier League,Manchester United,England,3,8700000.0,Right,69.75999999999999,19,898
56.0,47.0,74.0,75.0,73.0,72.0,70,39,57,D. Demme,Diego Demme,"CDM, CM",77,77,9000000.0,44000.0,30,172,71,Serie A,Napoli,Germany,3,15300000.0,Right,69.74000000000001,15,899
78.0,73.0,58.0,68.0,37.0,78.0,53,75,78,J. García,Juan Manuel García,ST,74,74,4200000.0,16000.0,29,183,82,Liga Profesional,Newell's Old Boys,Argentina,3,6300000.0,Right,69.74000000000001,18,899
86.0,64.0,66.0,68.0,44.0,77.0,75,59,64,F. Reese,Fabian Reese,"LM, LW, ST",71,74,2600000.0,11000.0,24,187,88,2. Bundesliga,Holstein Kiel,Germany,3,4200000.0,Right,69.74000000000001,21,899
79.0,67.0,68.0,78.0,25.0,60.0,65,66,36,E. Zhegrova,Edon Zhegrova,RM,74,81,8500000.0,23000.0,23,181,66,Ligue 1,Lille,Kosovo,3,17900000.0,Left,69.74,18,900
65.0,70.0,74.0,72.0,61.0,66.0,71,65,62,J. Guðmundsson,Johann Berg Guðmunds­son,"RM, LM, CAM",71,71,1600000.0,26000.0,31,179,77,Championship,Burnley,Iceland,4,3000000.0,Left,69.74,21,900
62.0,68.0,74.0,71.0,65.0,74.0,75,66,53,Y. Yotún,Víctor Yoshimar Yotún Flores,"CM, CDM, LM",71,71,1500000.0,650.0,32,172,69,Primera Division,Sporting Cristal,Peru,3,3200000.0,Left,69.74,21,900
70.0,69.0,70.0,74.0,53.0,70.0,68,70,64,B. Dack,Bradley Dack,"CAM, CM",71,71,1900000.0,28000.0,28,173,71,Championship,Blackburn Rovers,England,4,3600000.0,Right,69.74,21,900
69.0,49.0,68.0,72.0,71.0,75.0,67,42,52,L. Abergel,Laurent Abergel,"CDM, CM",75,75,4800000.0,18000.0,29,170,65,Ligue 1,Lorient,France,3,9600000.0,Right,69.72000000000001,17,901
67.0,67.0,69.0,69.0,61.0,77.0,56,61,59,Lee Chang Min,이창민 李昌珉,CM,72,72,2300000.0,7000.0,28,179,77,K League 1,Jeju United,Korea Republic,3,2900000.0,Right,69.72000000000001,20,901
51.0,67.0,72.0,64.0,74.0,80.0,59,65,80,Iborra,Vicente Iborra de la Fuente,"CDM, CM, CAM",75,75,1900000.0,26000.0,34,190,80,La Liga 2,Levante,Spain,3,3200000.0,Right,69.72,17,902
72.0,52.0,66.0,64.0,74.0,80.0,63,41,77,M. Wöber,Maximilian Wöber,"CB, LB",75,80,7500000.0,28000.0,24,189,82,Premier League,Leeds United,Austria,2,14800000.0,Left,69.72,17,902
68.0,73.0,72.0,76.0,42.0,62.0,71,71,67,R. Hamouma,Romain Hamouma,"ST, RM",72,72,1000000.0,12000.0,35,178,76,Ligue 1,Ajaccio,France,3,2000000.0,Right,69.72,20,902
87.0,53.0,62.0,67.0,64.0,80.0,70,48,58,Kim Tae Hwan,김태환 金泰万,"RB, RWB",72,72,1600000.0,8000.0,32,177,72,K League 1,Ulsan,Korea Republic,3,2100000.0,Right,69.72,20,902
83.0,51.0,67.0,71.0,64.0,74.0,70,51,47,J. Andersson,Eric Joel Andersson,"RB, RWB",72,75,2900000.0,17000.0,25,178,68,Superliga,Midtjylland,Sweden,3,4000000.0,Right,69.72,20,902
71.0,63.0,70.0,67.0,69.0,71.0,67,63,52,S. Pedroza,Juan Sebastián Pedroza Perdomo,"CDM, CM",72,80,4900000.0,10000.0,23,176,69,Pro League,Al Batin,Colombia,2,9100000.0,Right,69.72,20,902
76.0,70.0,74.0,72.0,57.0,61.0,75,63,55,C. Ferreira,Cristian Ezequiel Ferreira,"CM, CAM",69,75,2200000.0,7000.0,22,175,69,Liga Profesional,Newell's Old Boys,Argentina,3,3200000.0,Right,69.72,23,902
86.0,67.0,64.0,68.0,60.0,72.0,62,66,55,D. Sorescu,Deian Cristian Sorescu,"RM, RWB",69,72,1900000.0,6000.0,24,176,72,Ekstraklasa,Raków Częstochowa,Romania,3,2700000.0,Right,69.72,23,902
59.0,54.0,72.0,73.0,70.0,69.0,63,46,58,Pedro Chirivella,Pedro Chirivella Burgos,"CDM, CM",76,79,9000000.0,22000.0,25,178,66,Ligue 1,Nantes,Spain,3,18700000.0,Right,69.7,16,903
77.0,73.0,63.0,74.0,37.0,64.0,59,73,75,Rubén Sobrino,Rubén Sobrino Pozuelo,"ST, RM, LM",73,73,3000000.0,25000.0,30,185,73,La Liga,Cádiz,Spain,3,6600000.0,Right,69.7,19,903
66.0,60.0,71.0,68.0,70.0,75.0,77,55,67,N. Gießelmann,Niko Gießelmann,"LWB, LB",73,73,2600000.0,22000.0,30,182,75,Bundesliga,FC Union Berlin,Germany,3,4400000.0,Left,69.7,19,903
62.0,61.0,70.0,70.0,72.0,77.0,60,56,64,J. Aholou,Jean-Eudès Aholou,"CM, CDM",73,73,3000000.0,21000.0,28,186,71,Ligue 1,Strasbourg,Côte d'Ivoire,3,5700000.0,Left,69.7,19,903
78.0,52.0,66.0,70.0,68.0,75.0,70,49,64,Álex Centelles,Alejandro Centelles Plaza,LB,73,80,6000000.0,16000.0,22,185,73,La Liga,Almería,Spain,3,14400000.0,Left,69.7,19,903
88.0,67.0,67.0,72.0,37.0,70.0,67,68,47,A. Cordea,Andrei Ioan Cordea,RW,70,78,3500000.0,9000.0,23,180,75,Liga 1,FCSB,Romania,4,5400000.0,Left,69.7,22,903
74.0,70.0,72.0,76.0,35.0,56.0,76,68,50,A. Zeneli,Arbër Zeneli,"LM, LW",73,73,3200000.0,19000.0,27,176,72,Ligue 1,Reims,Kosovo,4,6400000.0,Right,69.69999999999999,19,904
65.0,74.0,73.0,73.0,68.0,57.0,74,69,55,Vieirinha,Adelino André Vieira de Freitas,"LB, RB, CB",70,70,350000.0,500.0,36,172,73,Super League,PAOK,Portugal,4,770000.0,Right,69.69999999999999,22,904
72.0,57.0,63.0,69.0,72.0,74.0,70,54,59,Douglas Armeira,Douglas Arthur Armeira Bahia,RB,74,74,3600000.0,28000.0,30,174,74,Serie A,Palmeiras,Brazil,3,6500000.0,Right,69.68,18,905
81.0,63.0,69.0,68.0,64.0,62.0,74,59,50,Kang Sang Woo,강상우 姜祥佑,"LB, LWB, LM",71,71,1700000.0,12000.0,28,176,62,Super League,Beijing Guoan,Korea Republic,3,2600000.0,Right,69.68,21,905
80.0,57.0,66.0,69.0,69.0,75.0,70,55,61,A. Johnston,Alistair Johnston,"RM, RWB, CB",71,74,2600000.0,27000.0,23,180,77,Premiership,Celtic,Canada,2,4900000.0,Right,69.68,21,905
70.0,56.0,68.0,65.0,75.0,75.0,77,56,75,Víctor Díaz,Víctor David Díaz Miguel,"CB, RB",74,74,1400000.0,10000.0,34,184,72,La Liga 2,Granada,Spain,2,2200000.0,Right,69.67999999999999,18,906
65.0,58.0,68.0,70.0,75.0,71.0,69,56,67,E. Krafth,Emil Henry Kristoffer Krafth,"RB, CB",74,74,4100000.0,57000.0,27,184,83,Premier League,Newcastle United,Sweden,3,7800000.0,Right,69.67999999999999,18,906
76.0,48.0,67.0,69.0,74.0,74.0,66,40,74,M. Matvienko,Mykola Matvienko,"CB, LB",74,79,5500000.0,850.0,26,182,74,Premier League,Shakhtar Donetsk,Ukraine,2,12500000.0,Left,69.67999999999999,18,906
83.0,65.0,66.0,73.0,54.0,60.0,67,65,27,M. Bolados,Marcos Nikolas Bolados Hidalgo,"RW, RM",71,72,2200000.0,6000.0,26,168,72,Primera Division,Colo-Colo,Chile,4,3200000.0,Right,69.67999999999999,21,906
85.0,64.0,65.0,73.0,45.0,69.0,63,63,57,Murilo Henrique,Murilo Henrique Pereira Rocha,"LM, CAM, CM",71,71,2000000.0,6000.0,27,177,76,K League 1,Suwon,Brazil,4,2500000.0,Right,69.67999999999999,21,906
67.0,69.0,73.0,75.0,54.0,66.0,66,65,48,M. Rygaard,Mikkel Rygaard Jensen,"CM, CAM",71,71,1500000.0,5000.0,31,176,69,Allsvenskan,Häcken,Denmark,3,1900000.0,Left,69.67999999999999,21,906
69.0,67.0,70.0,73.0,63.0,67.0,67,69,46,Hong Hyeon Seok,홍현석 Hyeon Seok Hong,"CM, CAM, CDM",71,77,2900000.0,12000.0,23,177,69,Jupiler Pro League,Gent,Korea Republic,2,4900000.0,Left,69.67999999999999,21,906
70.0,63.0,69.0,67.0,66.0,77.0,60,58,58,J. Ballón,Josepmir Aarón Ballón Villacorta,"CDM, CM",72,72,800000.0,750.0,34,180,80,Primera Division,Alianza Lima,Peru,3,1700000.0,Right,69.66000000000001,20,907
90.0,67.0,65.0,73.0,28.0,63.0,76,64,53,M. Cuero,Mauricio Andrés Cuero Castillo,"RM, LM",72,72,2300000.0,11000.0,29,178,83,Liga Profesional,Independiente,Colombia,3,3500000.0,Right,69.66000000000001,20,907
73.0,54.0,72.0,72.0,68.0,71.0,78,44,62,M. Vojvoda,Mërgim Vojvoda,"LM, LWB, RM",72,72,2500000.0,28000.0,27,187,78,Serie A,Torino,Kosovo,3,4500000.0,Right,69.66000000000001,20,907
71.0,46.0,67.0,73.0,75.0,72.0,68,36,75,Jesus Andradaldo,Jesus Fabrício Andrade Simões,RB,75,75,4800000.0,15000.0,30,177,73,Serie A,Cuiabá,Brazil,3,9100000.0,Right,69.66,17,908
75.0,68.0,67.0,74.0,67.0,46.0,71,69,67,Álex Pozo,Alejandro Pozo Pozo,"RB, RM, RWB",72,79,4500000.0,14000.0,23,173,62,La Liga,Almería,Spain,3,10800000.0,Right,69.66,20,908
70.0,65.0,68.0,72.0,70.0,61.0,53,59,64,F. Díaz,Fabricio Díaz Badaracco,"CM, CDM",72,83,5000000.0,500.0,19,176,69,Primera Division,Liverpool,Uruguay,2,11800000.0,Right,69.66,20,908
77.0,52.0,70.0,72.0,66.0,73.0,75,43,67,V. Korniienko,Viktor Korniienko,LB,72,81,5000000.0,600.0,23,175,70,Premier League,Shakhtar Donetsk,Ukraine,2,12000000.0,Left,69.66,20,908
82.0,56.0,66.0,75.0,63.0,60.0,74,55,51,Yan Couto,Yan Bueno Couto,"RM, RB, RWB",72,82,5000000.0,49000.0,20,168,60,La Liga,Girona,Brazil,3,3200000.0,Right,69.66,20,908
81.0,71.0,60.0,70.0,42.0,75.0,55,71,71,B. Šeško,Benjamin Šeško,ST,72,85,5500000.0,13000.0,19,193,77,Bundesliga,Salzburg,Slovenia,3,11700000.0,Right,69.66,20,908
91.0,63.0,62.0,70.0,56.0,73.0,64,63,59,C. Ogbene,Chiedozie Ogbene,"CF, RWB",69,74,2100000.0,9000.0,25,181,75,Championship,Rotherham United,Republic of Ireland,3,4000000.0,Right,69.66,23,908
40.0,73.0,79.0,74.0,62.0,67.0,77,67,68,C. Grenier,Clément Grenier,"CM, CAM, CDM",75,75,4600000.0,24000.0,31,187,79,La Liga,Mallorca,France,3,9700000.0,Right,69.65999999999998,17,909
76.0,68.0,71.0,72.0,41.0,66.0,70,68,65,Borja Sánchez,Borja Sánchez Laborde,LM,72,73,2800000.0,8000.0,26,185,80,La Liga 2,Real Oviedo,Spain,4,4700000.0,Right,69.65999999999998,20,909
50.0,63.0,67.0,72.0,73.0,77.0,51,65,52,J. Gastien,Johan Gastien,CDM,76,76,2600000.0,18000.0,34,179,69,Ligue 1,Clermont,France,2,5200000.0,Right,69.64000000000001,16,910
68.0,58.0,68.0,69.0,70.0,78.0,60,54,66,S. Davis,Sean Davis,"CDM, CM",73,73,2600000.0,7000.0,29,183,75,Major League Soccer,Nashville SC,United States,3,3900000.0,Right,69.64000000000001,19,910
79.0,53.0,66.0,70.0,67.0,71.0,72,51,60,Y. Attiat-Allah,Yahya Attiat-Allah,LB,73,74,1900000.0,7000.0,27,176,70,,,Morocco,3,3200000.0,Left,69.64000000000001,19,910
76.0,63.0,69.0,69.0,62.0,78.0,62,62,62,W. Burger,Wouter Burger,"CDM, CB, CM",70,80,3400000.0,7000.0,21,191,83,Super League,Basel,Netherlands,3,5800000.0,Left,69.64000000000001,22,910
63.0,55.0,65.0,69.0,76.0,74.0,68,46,73,D. Amartey,Daniel Amartey,CB,76,76,7000000.0,60000.0,27,186,79,Premier League,Leicester City,Ghana,3,13300000.0,Right,69.64,16,911
57.0,78.0,62.0,73.0,30.0,84.0,59,79,83,Dyego Sousa,Dyego Wilverson Ferreira Sousa,ST,76,76,6000000.0,27000.0,32,190,82,La Liga,Almería,Portugal,3,13200000.0,Right,69.64,16,911
53.0,73.0,77.0,74.0,49.0,71.0,77,70,44,R. Snodgrass,Robert Snodgrass,"CM, RM",73,73,1400000.0,7000.0,34,182,82,Premiership,Hearts,Scotland,3,2500000.0,Left,69.64,19,911
72.0,64.0,70.0,74.0,64.0,70.0,72,64,61,A. Lusamba,Arnaud Lusamba,CM,70,73,2100000.0,12000.0,25,180,74,Super Lig,Alanyaspor,Congo DR,4,4400000.0,Right,69.64,22,911
61.0,48.0,73.0,75.0,73.0,67.0,78,36,63,Aarón,Aarón Martín Caricol,"LWB, LB",76,79,9000000.0,23000.0,25,178,70,Bundesliga,FSV Mainz 05,Spain,3,16000000.0,Left,69.63999999999999,16,912
71.0,65.0,75.0,74.0,37.0,67.0,74,57,71,V. Albarado,Valber Albarado,"CAM, LM, CM",73,73,1400000.0,3000.0,34,183,77,Liga BetPlay,América de Cali,Colombia,4,2000000.0,Left,69.63999999999999,19,912
75.0,56.0,71.0,71.0,68.0,60.0,79,55,65,Toni Lato,Antonio Latorre Grueso,"LB, LWB, LM",73,78,4300000.0,20000.0,24,171,64,La Liga,Valencia,Spain,3,9400000.0,Left,69.63999999999999,19,912
76.0,63.0,72.0,76.0,34.0,59.0,66,64,51,Dani Rochelinhas,Danilo Manuel Aldair Rochela,"CAM, CM",74,74,4100000.0,14000.0,30,178,75,Serie A,Athletico PR,Brazil,4,7800000.0,Left,69.62000000000002,18,913
65.0,47.0,68.0,71.0,75.0,70.0,52,41,51,O. Skipp,Oliver Skipp,"CDM, CM",77,83,15500000.0,49000.0,21,175,70,Premier League,Tottenham Hotspur,England,2,32600000.0,Right,69.62,15,914
75.0,51.0,65.0,72.0,71.0,70.0,71,47,65,E. Hysaj,Elseid Hysaj,"LB, RB",74,74,3800000.0,35000.0,28,182,70,Serie A,Lazio,Albania,3,6500000.0,Right,69.62,18,914
65.0,59.0,66.0,70.0,70.0,77.0,52,58,53,L. Reyes,Lorenzo Enrique Reyes Vicencio,"CDM, CM",74,74,3000000.0,8000.0,31,180,85,Primera Division,Ñublense,Chile,3,4100000.0,Right,69.62,18,914
81.0,64.0,68.0,72.0,47.0,70.0,68,64,50,J. Ring,Erik Jonathan Ring,"RW, CF",71,71,1800000.0,7000.0,30,182,74,K League 1,Jeju United,Sweden,3,2300000.0,Left,69.62,21,914
71.0,67.0,69.0,74.0,67.0,58.0,64,66,63,O. Kiteishvili,Otar Kiteishvili,"CAM, CM",71,73,2300000.0,14000.0,26,173,65,Bundesliga,Sturm Graz,Georgia,3,3600000.0,Right,69.62,21,914
77.0,42.0,67.0,71.0,75.0,71.0,66,28,69,E. Mammana,Emanuel Mammana,"CB, RB",75,76,6000000.0,15000.0,26,183,72,Liga Profesional,River Plate,Argentina,3,8900000.0,Right,69.60000000000001,17,915
86.0,56.0,64.0,70.0,65.0,63.0,65,55,54,M. Linnes,Martin Linnes,"RWB, LB",72,72,2000000.0,5000.0,30,177,72,Eliteserien,Molde,Norway,3,2500000.0,Right,69.60000000000001,20,915
83.0,58.0,66.0,71.0,65.0,59.0,70,55,46,V. Nsimba,Vital Manuel N,LB,72,72,2100000.0,7000.0,28,169,69,Ligue 2,Bordeaux,Congo DR,3,3800000.0,Left,69.60000000000001,20,915
62.0,56.0,67.0,74.0,74.0,68.0,56,52,63,J. Schouten,Jerdy Schouten,"CDM, CM",75,78,6500000.0,25000.0,25,185,74,Serie A,Bologna,Netherlands,4,11500000.0,Right,69.6,17,916
74.0,56.0,71.0,71.0,63.0,73.0,71,55,69,J. Guerredero,Johan Guerredero,"CDM, CM, CAM",72,72,2000000.0,750.0,30,183,71,Liga Pro,LDU Quito,Ecuador,3,4400000.0,Left,69.6,20,916
88.0,47.0,65.0,71.0,68.0,70.0,67,32,64,C. Gamboa,Cristian Esteban Gamboa Luna,RB,72,72,1600000.0,16000.0,32,175,70,Bundesliga,VfL Bochum 1848,Costa Rica,3,2900000.0,Right,69.6,20,916
72.0,57.0,71.0,71.0,66.0,72.0,75,42,41,Lucas Lima,Lucas Pedro Alves de Lima,LB,72,72,2000000.0,23000.0,30,178,72,Super Lig,İstanbul Başakşehir,Brazil,3,4000000.0,Left,69.6,20,916
77.0,58.0,68.0,69.0,67.0,69.0,75,47,54,Iza Carcelén,Isaac Carcelén Valencia,"RB, RM",72,72,2100000.0,19000.0,29,174,70,La Liga,Cádiz,Spain,3,4600000.0,Right,69.6,20,916
68.0,72.0,69.0,76.0,56.0,54.0,59,70,51,C. Gonzáles,Christofer Gonzáles Crespo,"CAM, LW, CM",72,72,2300000.0,16000.0,29,177,69,Pro League,Al Adalh,Peru,3,3800000.0,Right,69.6,20,916
78.0,66.0,69.0,67.0,52.0,68.0,72,72,69,Dersan Dinis,Dersan Jaime Dinis Abravanel,RW,72,72,2300000.0,27000.0,30,176,70,Serie A,Palmeiras,Brazil,3,4100000.0,Right,69.6,20,916
67.0,66.0,68.0,70.0,69.0,69.0,61,66,52,A. Tanaka,田中 青,"CDM, CM",72,77,3200000.0,14000.0,23,177,69,2. Bundesliga,Fortuna Düsseldorf,Japan,2,5400000.0,Right,69.6,20,916
82.0,77.0,62.0,73.0,41.0,51.0,67,79,61,V. Pule,Maliele Vincent Pule,"RW, LW, CAM",72,72,2300000.0,850.0,30,169,64,Premier League,Orlando Pirates,South Africa,3,5100000.0,Left,69.6,20,916
76.0,68.0,70.0,73.0,63.0,63.0,75,60,60,G. Vural,Güray Vural,"LB, LWB, LM",69,69,500000.0,11000.0,34,177,65,Super Lig,Antalyaspor,Turkey,3,1000000.0,Left,69.6,23,916
78.0,64.0,68.0,66.0,70.0,78.0,65,58,63,Wu Xi,吴曦,"CM, CDM",69,69,850000.0,7000.0,33,180,75,Super League,Shanghai Shenhua,China PR,3,1300000.0,Right,69.6,23,916
75.0,66.0,69.0,70.0,67.0,73.0,65,64,52,C. Puertas,Cameron Puertas Castro,"CM, CAM, CF",69,74,2100000.0,7000.0,23,178,77,Jupiler Pro League,Union Saint-Gilloise,Switzerland,3,3300000.0,Right,69.6,23,916
80.0,36.0,61.0,61.0,80.0,77.0,30,23,77,Gonçalo Inácio,Gonçalo Bernardo Inácio,CB,79,88,36000000.0,11000.0,20,185,78,Liga Portugal,Sporting CP,Portugal,2,79200000.0,Left,69.58000000000001,13,917
72.0,62.0,75.0,77.0,43.0,58.0,75,65,58,Fabrio Farinha,Fabrio Sandro Farinha Donatelo,"CAM, LM",73,73,2900000.0,21000.0,30,177,72,Serie A,Internacional,Brazil,4,5500000.0,Left,69.58000000000001,19,917
69.0,59.0,66.0,69.0,71.0,76.0,61,58,63,L. Travis,Lewis Travis,"CDM, CM",73,80,5500000.0,27000.0,24,183,63,Championship,Blackburn Rovers,England,3,11600000.0,Right,69.58000000000001,19,917
79.0,55.0,70.0,71.0,59.0,64.0,76,63,43,O. Karavaev,Oleksandr Karavaev,"RM, LB, RB",73,73,2900000.0,850.0,30,175,71,Premier League,Dynamo Kyiv,Ukraine,3,6400000.0,Right,69.58000000000001,19,917
70.0,69.0,69.0,78.0,34.0,67.0,65,67,49,N. Sliti,Naïm Sliti,LM,73,73,3000000.0,25000.0,29,173,78,Pro League,Al Ittifaq,Tunisia,4,5000000.0,Right,69.58,19,918
79.0,62.0,65.0,74.0,44.0,69.0,70,64,52,E. Gyasi,Emanuel Quartsin Gyasi,"RM, LM, ST",73,73,3100000.0,16000.0,28,181,70,Serie A,Spezia,Ghana,3,5600000.0,Right,69.58,19,918
87.0,60.0,69.0,74.0,32.0,61.0,74,60,40,D. Johnsen,Dennis Tørset Johnsen,"LW, RW, ST",73,77,4400000.0,5000.0,24,185,75,Serie B,Venezia,Norway,4,7400000.0,Right,69.58,19,918
81.0,73.0,59.0,73.0,34.0,67.0,62,74,65,I. Ganago,Ignatius Kpene Ganago,ST,73,75,4000000.0,20000.0,23,179,82,Ligue 1,Nantes,Cameroon,3,8300000.0,Right,69.58,19,918
66.0,56.0,74.0,73.0,68.0,67.0,64,49,63,A. Stiller,Angelo Stiller,"CM, CDM",73,79,4900000.0,19000.0,21,183,79,Bundesliga,TSG Hoffenheim,Germany,3,9300000.0,Left,69.58,19,918
69.0,73.0,72.0,72.0,45.0,76.0,65,73,65,Serginho,Sergio Antônio Soler de Oliveira Júnior,"CM, RM, ST",70,70,1600000.0,7000.0,28,189,85,Super League,Changchun Yatai,Brazil,4,2500000.0,Left,69.58,22,918
78.0,61.0,67.0,73.0,65.0,70.0,59,62,55,Leonardo Lopes,Leonardo Adelino da Silva Lopes,"CM, CDM",70,77,3200000.0,8000.0,23,168,61,Jupiler Pro League,Cercle Brugge,Portugal,3,5300000.0,Right,69.58,22,918
74.0,64.0,71.0,78.0,57.0,62.0,67,58,49,M. Baturina,Martin Baturina,"CM, CAM",70,86,4100000.0,500.0,19,172,68,1. HNL,Dinamo Zagreb,Croatia,3,11600000.0,Right,69.58,22,918
